Date,USDvINR,VIX,CPI,UNCERT_IND
31-03-2021,73.445297,20.645,5.665658,40.93234
01-04-2021,73.203499,19.9875,5.13986,78.98832
02-04-2021,73.2873,,5.13986,78.98832
05-04-2021,73.375999,21.215,5.13986,78.98832
06-04-2021,73.279503,20.84,5.13986,78.98832
07-04-2021,73.489998,20.2475,5.13986,78.98832
08-04-2021,74.401497,20.3125,5.13986,78.98832
09-04-2021,74.544502,19.785,5.13986,78.98832
12-04-2021,74.7295,22.995,5.13986,78.98832
13-04-2021,74.990997,20.46,5.13986,78.98832
14-04-2021,75.181503,,5.13986,78.98832
15-04-2021,75.0261,20.89,5.13986,78.98832
16-04-2021,74.727402,20.4025,5.13986,78.98832
19-04-2021,74.563202,22.485,5.13986,78.98832
20-04-2021,74.878197,22.425,5.13986,78.98832
21-04-2021,75.449203,,5.13986,78.98832
22-04-2021,75.429497,23.025,5.13986,78.98832
23-04-2021,75.091698,22.69,5.13986,78.98832
26-04-2021,74.868103,23.495,5.13986,78.98832
27-04-2021,74.814903,23.0825,5.13986,78.98832
28-04-2021,74.574997,22.58,5.13986,78.98832
29-04-2021,74.311798,23.305,5.13986,78.98832
30-04-2021,74.105797,23.0275,5.13986,78.98832
03-05-2021,74.094803,23.6925,5.257646,73.2438
04-05-2021,73.837502,23.01,5.257646,73.2438
05-05-2021,73.7789,21.9625,5.257646,73.2438
06-05-2021,73.7994,22.035,5.257646,73.2438
07-05-2021,73.615196,20.8225,5.257646,73.2438
10-05-2021,73.290298,20.225,5.257646,73.2438
11-05-2021,73.5,19.83,5.257646,73.2438
12-05-2021,73.375099,20.08,5.257646,73.2438
13-05-2021,73.681602,,5.257646,73.2438
14-05-2021,73.444901,20.2675,5.257646,73.2438
17-05-2021,73.2789,19.6075,5.257646,73.2438
18-05-2021,73.269699,19.24,5.257646,73.2438
19-05-2021,73.128197,19.3175,5.257646,73.2438
20-05-2021,73.2229,19.6525,5.257646,73.2438
21-05-2021,73.021896,19.08,5.257646,73.2438
24-05-2021,72.909798,19.13,5.257646,73.2438
25-05-2021,72.836601,18.8425,5.257646,73.2438
26-05-2021,72.804901,20.8725,5.257646,73.2438
27-05-2021,72.672501,19.91,5.257646,73.2438
28-05-2021,72.682999,17.4025,5.257646,73.2438
31-05-2021,72.393501,16.885,5.257646,73.2438
01-06-2021,72.487198,17.3875,5.577841,58.32846
02-06-2021,72.855003,17.21,5.577841,58.32846
03-06-2021,72.965103,15.745,5.577841,58.32846
04-06-2021,73.044197,15.94,5.577841,58.32846
07-06-2021,72.909698,15.5675,5.577841,58.32846
08-06-2021,72.809402,15.225,5.577841,58.32846
09-06-2021,72.975304,14.7525,5.577841,58.32846
10-06-2021,72.985298,15.0025,5.577841,58.32846
11-06-2021,73.012299,14.1025,5.577841,58.32846
14-06-2021,73.231598,14.715,5.577841,58.32846
15-06-2021,73.180801,14.605,5.577841,58.32846
16-06-2021,73.344704,14.865,5.577841,58.32846
17-06-2021,73.824097,15.2875,5.577841,58.32846
18-06-2021,74.253899,14.7975,5.577841,58.32846
21-06-2021,74.143898,15.06,5.577841,58.32846
22-06-2021,74.135201,14.7375,5.577841,58.32846
23-06-2021,74.332199,15.365,5.577841,58.32846
24-06-2021,74.246902,15.0975,5.577841,58.32846
25-06-2021,74.1903,13.3675,5.577841,58.32846
28-06-2021,74.212997,13.4025,5.577841,58.32846
29-06-2021,74.2854,13.0025,5.577841,58.32846
30-06-2021,74.287598,13.045,5.577841,58.32846
01-07-2021,74.371002,12.84,5.26388,76.85725
02-07-2021,74.544998,12.09,5.26388,76.85725
05-07-2021,74.481796,12.0675,5.26388,76.85725
06-07-2021,74.317802,12.275,5.26388,76.85725
07-07-2021,74.762901,12.2125,5.26388,76.85725
08-07-2021,74.821899,13.56,5.26388,76.85725
09-07-2021,74.721397,12.9425,5.26388,76.85725
12-07-2021,74.490501,12.9925,5.26388,76.85725
13-07-2021,74.541702,12.6225,5.26388,76.85725
14-07-2021,74.659103,12.59,5.26388,76.85725
15-07-2021,74.469101,12.27,5.26388,76.85725
16-07-2021,74.537003,11.705,5.26388,76.85725
19-07-2021,74.631798,12.68,5.26388,76.85725
20-07-2021,74.993401,13.205,5.26388,76.85725
21-07-2021,74.527,,5.26388,76.85725
22-07-2021,74.440201,11.885,5.26388,76.85725
23-07-2021,74.452003,11.7625,5.26388,76.85725
26-07-2021,74.448898,12.45,5.26388,76.85725
27-07-2021,74.289497,13.2325,5.26388,76.85725
28-07-2021,74.502296,13.6925,5.26388,76.85725
29-07-2021,74.389999,12.945,5.26388,76.85725
30-07-2021,74.251999,12.8025,5.26388,76.85725
02-08-2021,74.379097,12.805,4.811442,69.15764
03-08-2021,74.332001,13.7475,4.811442,69.15764
04-08-2021,74.214401,13.2125,4.811442,69.15764
05-08-2021,74.183998,12.8725,4.811442,69.15764
06-08-2021,74.082001,12.6075,4.811442,69.15764
09-08-2021,74.491402,12.605,4.811442,69.15764
10-08-2021,74.466202,12.705,4.811442,69.15764
11-08-2021,74.435501,12.7125,4.811442,69.15764
12-08-2021,74.102997,12.3725,4.811442,69.15764
13-08-2021,74.260101,12.99,4.811442,69.15764
16-08-2021,74.216797,13.4575,4.811442,69.15764
17-08-2021,74.135002,13.4125,4.811442,69.15764
18-08-2021,74.364502,12.905,4.811442,69.15764
19-08-2021,74.269798,,4.811442,69.15764
20-08-2021,74.429298,14.015,4.811442,69.15764
23-08-2021,74.301498,13.685,4.811442,69.15764
24-08-2021,74.105904,13.1875,4.811442,69.15764
25-08-2021,74.144798,13.4975,4.811442,69.15764
26-08-2021,74.099998,13.5375,4.811442,69.15764
27-08-2021,74.155998,13.405,4.811442,69.15764
30-08-2021,73.496597,13.3175,4.811442,69.15764
31-08-2021,73.411201,14.52,4.811442,69.15764
01-09-2021,72.996696,14.185,4.403048,48.91963
02-09-2021,72.9851,14.24,4.403048,48.91963
03-09-2021,73.054298,14.5425,4.403048,48.91963
06-09-2021,72.994499,15.105,4.403048,48.91963
07-09-2021,73.110001,14.895,4.403048,48.91963
08-09-2021,73.390404,14.41,4.403048,48.91963
09-09-2021,73.789001,13.9425,4.403048,48.91963
10-09-2021,73.538002,,4.403048,48.91963
13-09-2021,73.5243,14.025,4.403048,48.91963
14-09-2021,73.540802,13.575,4.403048,48.91963
15-09-2021,73.650803,13.73,4.403048,48.91963
16-09-2021,73.438004,14.4125,4.403048,48.91963
17-09-2021,73.564903,15.2325,4.403048,48.91963
20-09-2021,73.696098,17.4925,4.403048,48.91963
21-09-2021,73.658997,16.52,4.403048,48.91963
22-09-2021,73.792702,16.4925,4.403048,48.91963
23-09-2021,73.874901,16.6025,4.403048,48.91963
24-09-2021,73.839996,16.9225,4.403048,48.91963
27-09-2021,73.812897,18.0525,4.403048,48.91963
28-09-2021,73.825302,18.535,4.403048,48.91963
29-09-2021,74.1633,18.8375,4.403048,48.91963
30-09-2021,74.321999,18.4025,4.403048,48.91963
01-10-2021,74.254402,17.21,4.518828,39.94633
04-10-2021,74.1521,16.735,4.518828,39.94633
05-10-2021,74.5728,16.3975,4.518828,39.94633
06-10-2021,74.563202,17.3325,4.518828,39.94633
07-10-2021,74.760002,16.155,4.518828,39.94633
08-10-2021,74.830002,15.6525,4.518828,39.94633
11-10-2021,75.305801,16.085,4.518828,39.94633
12-10-2021,75.402603,15.8475,4.518828,39.94633
13-10-2021,75.483902,16.1,4.518828,39.94633
14-10-2021,75.306297,15.7675,4.518828,39.94633
15-10-2021,74.995003,,4.518828,39.94633
18-10-2021,75.005898,17.185,4.518828,39.94633
19-10-2021,75.235497,17.3825,4.518828,39.94633
20-10-2021,75.120102,18.3125,4.518828,39.94633
21-10-2021,74.809196,18.035,4.518828,39.94633
22-10-2021,74.865402,17.545,4.518828,39.94633
25-10-2021,74.993698,17.61,4.518828,39.94633
26-10-2021,75.089897,16.7525,4.518828,39.94633
27-10-2021,74.888901,16.8275,4.518828,39.94633
28-10-2021,75.050003,17.9125,4.518828,39.94633
29-10-2021,74.797203,17.425,4.518828,39.94633
01-11-2021,74.928299,17.235,4.837365,23.35276
02-11-2021,74.829903,17.0625,4.837365,23.35276
03-11-2021,74.711998,16.125,4.837365,23.35276
04-11-2021,74.435501,15.7475,4.837365,23.35276
05-11-2021,74.478104,,4.837365,23.35276
08-11-2021,74.191101,16.34,4.837365,23.35276
09-11-2021,73.918503,16.0025,4.837365,23.35276
10-11-2021,74.174797,16.305,4.837365,23.35276
11-11-2021,74.4049,16.3525,4.837365,23.35276
12-11-2021,74.322098,15.2175,4.837365,23.35276
15-11-2021,74.339996,15.465,4.837365,23.35276
16-11-2021,74.435097,15.195,4.837365,23.35276
17-11-2021,74.458603,14.98,4.837365,23.35276
18-11-2021,74.259804,14.8575,4.837365,23.35276
19-11-2021,74.1744,,4.837365,23.35276
22-11-2021,74.302597,17.52,4.837365,23.35276
23-11-2021,74.429802,18.015,4.837365,23.35276
24-11-2021,74.446999,17.095,4.837365,23.35276
25-11-2021,74.625,16.6625,4.837365,23.35276
26-11-2021,74.505798,20.8025,4.837365,23.35276
29-11-2021,74.981598,20.83,4.837365,23.35276
30-11-2021,75.054901,21.1675,4.837365,23.35276
01-12-2021,75.050903,19.4475,5.555555,72.32533
02-12-2021,75.017899,18.0875,5.555555,72.32533
03-12-2021,74.983498,18.455,5.555555,72.32533
06-12-2021,75.234001,20.0775,5.555555,72.32533
07-12-2021,75.391296,18.46,5.555555,72.32533
08-12-2021,75.4086,17.265,5.555555,72.32533
09-12-2021,75.383301,16.6025,5.555555,72.32533
10-12-2021,75.599197,16.06,5.555555,72.32533
13-12-2021,75.709999,16.57,5.555555,72.32533
14-12-2021,75.826897,16.9525,5.555555,72.32533
15-12-2021,76.047203,17.2175,5.555555,72.32533
16-12-2021,76.211403,15.895,5.555555,72.32533
17-12-2021,76.167503,16.3375,5.555555,72.32533
20-12-2021,76.005997,18.965,5.555555,72.32533
21-12-2021,75.758698,17.5375,5.555555,72.32533
22-12-2021,75.686401,16.58,5.555555,72.32533
23-12-2021,75.458504,15.825,5.555555,72.32533
24-12-2021,75.067398,16.1475,5.555555,72.32533
27-12-2021,75.315002,17.1175,5.555555,72.32533
28-12-2021,74.980301,16.475,5.555555,72.32533
29-12-2021,74.745003,16.2425,5.555555,72.32533
30-12-2021,74.570297,16.565,5.555555,72.32533
31-12-2021,74.431198,16.2225,5.555555,72.32533
03-01-2022,74.513802,16.4525,5.837564,70.02399
04-01-2022,74.403297,16.12,5.837564,70.02399
05-01-2022,74.534897,17.2275,5.837564,70.02399
06-01-2022,74.430099,17.9775,5.837564,70.02399
07-01-2022,74.419296,17.6025,5.837564,70.02399
10-01-2022,74.269997,17.6775,5.837564,70.02399
11-01-2022,74.056999,17.7575,5.837564,70.02399
12-01-2022,73.8153,17.1825,5.837564,70.02399
13-01-2022,73.799103,16.705,5.837564,70.02399
14-01-2022,73.972298,16.555,5.837564,70.02399
17-01-2022,74.378998,16.765,5.837564,70.02399
18-01-2022,74.255096,17.78,5.837564,70.02399
19-01-2022,74.619698,17.8175,5.837564,70.02399
20-01-2022,74.449203,17.79,5.837564,70.02399
21-01-2022,74.452202,18.8875,5.837564,70.02399
24-01-2022,74.4132,22.825,5.837564,70.02399
25-01-2022,74.644798,21.3575,5.837564,70.02399
26-01-2022,74.779999,,5.837564,70.02399
27-01-2022,74.894997,21.065,5.837564,70.02399
28-01-2022,75.209297,20.695,5.837564,70.02399
31-01-2022,75.039001,21.9525,5.837564,70.02399
01-02-2022,74.555801,19.9775,5.042017,91.19663
02-02-2022,74.745499,18.65,5.042017,91.19663
03-02-2022,74.822403,19.16,5.042017,91.19663
04-02-2022,74.643898,18.8975,5.042017,91.19663
07-02-2022,74.642197,20.4375,5.042017,91.19663
08-02-2022,74.658302,19.685,5.042017,91.19663
09-02-2022,74.695198,18.555,5.042017,91.19663
10-02-2022,74.808899,17.71,5.042017,91.19663
11-02-2022,75.538399,18.68,5.042017,91.19663
14-02-2022,75.341003,22.9775,5.042017,91.19663
15-02-2022,75.685402,20.6125,5.042017,91.19663
16-02-2022,75.174797,20.5925,5.042017,91.19663
17-02-2022,75.042,22.005,5.042017,91.19663
18-02-2022,75.063004,22.165,5.042017,91.19663
21-02-2022,74.682404,22.9025,5.042017,91.19663
22-02-2022,74.516998,26.6625,5.042017,91.19663
23-02-2022,74.623001,24.5425,5.042017,91.19663
24-02-2022,74.633003,31.9825,5.042017,91.19663
25-02-2022,75.408302,26.74,5.042017,91.19663
28-02-2022,75.068001,28.57,5.042017,91.19663
01-03-2022,75.284798,,5.351171,120.69872
02-03-2022,75.801201,29.2325,5.351171,120.69872
03-03-2022,75.630997,28.155,5.351171,120.69872
04-03-2022,75.891701,27.9575,5.351171,120.69872
07-03-2022,76.417999,29.33,5.351171,120.69872
08-03-2022,77.080803,28.5875,5.351171,120.69872
09-03-2022,76.914497,27.4675,5.351171,120.69872
10-03-2022,76.134903,25.5825,5.351171,120.69872
11-03-2022,76.310303,25.345,5.351171,120.69872
14-03-2022,76.7537,25.6775,5.351171,120.69872
15-03-2022,76.490097,26.73,5.351171,120.69872
16-03-2022,76.2659,24.1175,5.351171,120.69872
17-03-2022,76.0242,22.61,5.351171,120.69872
18-03-2022,75.981598,,5.351171,120.69872
21-03-2022,75.946404,24.6225,5.351171,120.69872
22-03-2022,76.307098,24.07,5.351171,120.69872
23-03-2022,76.101898,24.7475,5.351171,120.69872
24-03-2022,76.552399,23.93,5.351171,120.69872
25-03-2022,76.323502,23.43,5.351171,120.69872
28-03-2022,76.278503,22.61,5.351171,120.69872
29-03-2022,76.034103,21.3025,5.351171,120.69872
30-03-2022,75.666702,20.61,5.351171,120.69872
31-03-2022,75.827797,20.56,5.351171,120.69872
01-04-2022,75.909203,18.435,6.32806,90.1301
04-04-2022,75.994797,17.9075,6.32806,90.1301
05-04-2022,75.477997,18.4875,6.32806,90.1301
06-04-2022,75.450699,19.0225,6.32806,90.1301
07-04-2022,75.945099,18.9975,6.32806,90.1301
08-04-2022,75.9132,17.6875,6.32806,90.1301
11-04-2022,75.917297,18.27,6.32806,90.1301
12-04-2022,75.836998,18.1575,6.32806,90.1301
13-04-2022,76.149803,17.785,6.32806,90.1301
14-04-2022,76.121696,,6.32806,90.1301
15-04-2022,76.3088,,6.32806,90.1301
18-04-2022,76.331398,19.335,6.32806,90.1301
19-04-2022,76.280197,19.775,6.32806,90.1301
20-04-2022,76.445396,18.6725,6.32806,90.1301
21-04-2022,76.276199,17.8525,6.32806,90.1301
22-04-2022,76.285202,18.3525,6.32806,90.1301
25-04-2022,76.463501,21.2575,6.32806,90.1301
26-04-2022,76.527802,19.1875,6.32806,90.1301
27-04-2022,76.794098,20.605,6.32806,90.1301
28-04-2022,76.472198,19.3775,6.32806,90.1301
29-04-2022,76.588997,19.415,6.32806,90.1301
02-05-2022,76.523102,20.2825,6.965174,69.11617
03-05-2022,76.524101,,6.965174,69.11617
04-05-2022,76.4673,21.8775,6.965174,69.11617
05-05-2022,76.001602,20.2925,6.965174,69.11617
06-05-2022,76.541801,21.25,6.965174,69.11617
09-05-2022,76.957497,22.0325,6.965174,69.11617
10-05-2022,77.365501,22.3025,6.965174,69.11617
11-05-2022,77.2714,22.8025,6.965174,69.11617
12-05-2022,77.418404,24.265,6.965174,69.11617
13-05-2022,77.443802,23.485,6.965174,69.11617
16-05-2022,77.486298,24.5275,6.965174,69.11617
17-05-2022,77.805397,22.7425,6.965174,69.11617
18-05-2022,77.372398,22.295,6.965174,69.11617
19-05-2022,77.82,24.5575,6.965174,69.11617
20-05-2022,77.421097,23.1,6.965174,69.11617
23-05-2022,77.818398,23.3975,6.965174,69.11617
24-05-2022,77.526802,25.635,6.965174,69.11617
25-05-2022,77.478798,25.2825,6.965174,69.11617
26-05-2022,77.497299,22.7175,6.965174,69.11617
27-05-2022,77.630203,21.48,6.965174,69.11617
30-05-2022,77.692001,19.98,6.965174,69.11617
31-05-2022,77.520897,20.4775,6.965174,69.11617
01-06-2022,77.598999,20.845,6.162695,65.47729
02-06-2022,77.584099,20.32,6.162695,65.47729
03-06-2022,77.360497,19.975,6.162695,65.47729
06-06-2022,77.694199,20.2025,6.162695,65.47729
07-06-2022,77.820999,20.425,6.162695,65.47729
08-06-2022,77.670601,19.8375,6.162695,65.47729
09-06-2022,77.724297,19.14,6.162695,65.47729
10-06-2022,77.818703,19.575,6.162695,65.47729
13-06-2022,78.177597,22.365,6.162695,65.47729
14-06-2022,78.160599,21.8875,6.162695,65.47729
15-06-2022,77.985497,22.1475,6.162695,65.47729
16-06-2022,77.9002,22.8675,6.162695,65.47729
17-06-2022,77.977699,22.7575,6.162695,65.47729
20-06-2022,77.961403,22.4125,6.162695,65.47729
21-06-2022,77.933998,21.1425,6.162695,65.47729
22-06-2022,78.134903,21.3,6.162695,65.47729
23-06-2022,78.1931,20.88,6.162695,65.47729
24-06-2022,78.142403,20.55,6.162695,65.47729
27-06-2022,78.252296,21.005,6.162695,65.47729
28-06-2022,78.441101,21.45,6.162695,65.47729
29-06-2022,79.073196,21.9,6.162695,65.47729
30-06-2022,78.8983,21.84,6.162695,65.47729
01-07-2022,78.962997,21.25,5.781759,81.29209
04-07-2022,78.950699,20.9725,5.781759,81.29209
05-07-2022,78.939499,20.7875,5.781759,81.29209
06-07-2022,79.368401,20.2675,5.781759,81.29209
07-07-2022,79.0439,19.2025,5.781759,81.29209
08-07-2022,79.221603,18.395,5.781759,81.29209
11-07-2022,79.331398,18.3675,5.781759,81.29209
12-07-2022,79.477798,18.5475,5.781759,81.29209
13-07-2022,79.476402,18.52,5.781759,81.29209
14-07-2022,79.807503,18.34,5.781759,81.29209
15-07-2022,79.878304,17.5975,5.781759,81.29209
18-07-2022,79.720497,17.16,5.781759,81.29209
19-07-2022,80.030296,17.2025,5.781759,81.29209
20-07-2022,79.855904,16.8225,5.781759,81.29209
21-07-2022,80.003403,16.8575,5.781759,81.29209
22-07-2022,79.775902,16.65,5.781759,81.29209
25-07-2022,79.876801,17.68,5.781759,81.29209
26-07-2022,79.722504,18.17,5.781759,81.29209
27-07-2022,79.841202,18.13,5.781759,81.29209
28-07-2022,79.847397,17.0125,5.781759,81.29209
29-07-2022,79.571503,16.55,5.781759,81.29209
01-08-2022,79.194801,17.485,5.853659,72.41811
02-08-2022,78.955704,18.53,5.853659,72.41811
03-08-2022,78.6045,18.45,5.853659,72.41811
04-08-2022,79.118301,19.2575,5.853659,72.41811
05-08-2022,79.1549,18.915,5.853659,72.41811
08-08-2022,79.410599,19.3025,5.853659,72.41811
09-08-2022,79.601898,,5.853659,72.41811
10-08-2022,79.5784,19.5875,5.853659,72.41811
11-08-2022,79.097801,18.355,5.853659,72.41811
12-08-2022,79.613998,17.6075,5.853659,72.41811
15-08-2022,79.627602,,5.853659,72.41811
16-08-2022,79.552902,17.685,5.853659,72.41811
17-08-2022,79.146004,17.6775,5.853659,72.41811
18-08-2022,79.359703,17.35,5.853659,72.41811
19-08-2022,79.766701,18.285,5.853659,72.41811
22-08-2022,79.9179,19.0375,5.853659,72.41811
23-08-2022,79.883797,19.05,5.853659,72.41811
24-08-2022,79.8545,18.43,5.853659,72.41811
25-08-2022,79.796799,19.57,5.853659,72.41811
26-08-2022,79.882896,18.215,5.853659,72.41811
29-08-2022,79.959099,19.8225,5.853659,72.41811
30-08-2022,79.967903,18.7,5.853659,72.41811
31-08-2022,79.682297,,5.853659,72.41811
01-09-2022,79.548798,19.8725,6.48824,67.74023
02-09-2022,79.716797,19.55,6.48824,67.74023
05-09-2022,79.724503,19.6625,6.48824,67.74023
06-09-2022,79.782997,19.525,6.48824,67.74023
07-09-2022,79.895103,19.3675,6.48824,67.74023
08-09-2022,79.649803,18.305,6.48824,67.74023
09-09-2022,79.706299,17.7175,6.48824,67.74023
12-09-2022,79.6558,17.9375,6.48824,67.74023
13-09-2022,79.355301,17.47,6.48824,67.74023
14-09-2022,79.602402,18.2775,6.48824,67.74023
15-09-2022,79.453697,18.3925,6.48824,67.74023
16-09-2022,79.849098,19.8225,6.48824,67.74023
19-09-2022,79.689499,19.94,6.48824,67.74023
20-09-2022,79.707497,18.7975,6.48824,67.74023
21-09-2022,79.762703,19.325,6.48824,67.74023
22-09-2022,80.050697,18.815,6.48824,67.74023
23-09-2022,81.062202,20.5925,6.48824,67.74023
26-09-2022,81.254799,21.8925,6.48824,67.74023
27-09-2022,81.615799,21.5675,6.48824,67.74023
28-09-2022,81.724602,22.095,6.48824,67.74023
29-09-2022,81.428703,21.3025,6.48824,67.74023
30-09-2022,81.480598,19.9675,6.48824,67.74023
03-10-2022,81.521301,21.365,6.084868,90.50302
04-10-2022,81.495003,19.57,6.084868,90.50302
05-10-2022,81.4655,,6.084868,90.50302
06-10-2022,81.648804,19.315,6.084868,90.50302
07-10-2022,82.348999,18.8125,6.084868,90.50302
10-10-2022,82.832298,19.6225,6.084868,90.50302
11-10-2022,82.4207,20.49,6.084868,90.50302
12-10-2022,82.273903,20.175,6.084868,90.50302
13-10-2022,82.199997,20.29,6.084868,90.50302
14-10-2022,82.192101,18.2575,6.084868,90.50302
17-10-2022,82.412804,18.4175,6.084868,90.50302
18-10-2022,82.194702,17.4525,6.084868,90.50302
19-10-2022,82.2864,17.4875,6.084868,90.50302
20-10-2022,82.997002,17.2325,6.084868,90.50302
21-10-2022,82.825699,17.28,6.084868,90.50302
24-10-2022,82.541298,17.4225,6.084868,90.50302
25-10-2022,82.761497,16.88,6.084868,90.50302
26-10-2022,82.445297,,6.084868,90.50302
27-10-2022,82.049599,16.5975,6.084868,90.50302
28-10-2022,82.442497,15.9225,6.084868,90.50302
31-10-2022,82.239197,15.8025,6.084868,90.50302
01-11-2022,82.728996,16.13,5.409706,77.12625
02-11-2022,82.684502,16.6625,5.409706,77.12625
03-11-2022,82.888397,15.9425,5.409706,77.12625
04-11-2022,82.681801,15.655,5.409706,77.12625
07-11-2022,81.974998,15.585,5.409706,77.12625
08-11-2022,81.825996,,5.409706,77.12625
09-11-2022,81.405197,15.915,5.409706,77.12625
10-11-2022,81.343803,15.5675,5.409706,77.12625
11-11-2022,80.482903,14.405,5.409706,77.12625
14-11-2022,80.497002,14.91,5.409706,77.12625
15-11-2022,80.991997,14.635,5.409706,77.12625
16-11-2022,81.071404,15.1,5.409706,77.12625
17-11-2022,81.4953,14.8775,5.409706,77.12625
18-11-2022,81.524902,14.39,5.409706,77.12625
21-11-2022,81.519897,14.7975,5.409706,77.12625
22-11-2022,81.727699,13.8425,5.409706,77.12625
23-11-2022,81.714996,14.0425,5.409706,77.12625
24-11-2022,81.632896,13.4775,5.409706,77.12625
25-11-2022,81.655403,13.3325,5.409706,77.12625
28-11-2022,81.669701,13.565,5.409706,77.12625
29-11-2022,81.650299,13.615,5.409706,77.12625
30-11-2022,81.630898,13.8075,5.409706,77.12625
01-12-2022,81.305298,13.36,5.502392,78.09209
02-12-2022,81.162201,13.45,5.502392,78.09209
05-12-2022,81.422501,13.7325,5.502392,78.09209
06-12-2022,81.899002,14.0425,5.502392,78.09209
07-12-2022,82.3722,14.0775,5.502392,78.09209
08-12-2022,82.253502,13.3975,5.502392,78.09209
09-12-2022,82.279198,13.4775,5.502392,78.09209
12-12-2022,82.413002,13.3175,5.502392,78.09209
13-12-2022,82.644699,12.8825,5.502392,78.09209
14-12-2022,82.402496,12.885,5.502392,78.09209
15-12-2022,82.508003,13.7325,5.502392,78.09209
16-12-2022,82.857903,14.07,5.502392,78.09209
19-12-2022,82.725998,13.5525,5.502392,78.09209
20-12-2022,82.581902,13.78,5.502392,78.09209
21-12-2022,82.636902,15.5625,5.502392,78.09209
22-12-2022,82.878601,15.1875,5.502392,78.09209
23-12-2022,82.874901,16.16,5.502392,78.09209
26-12-2022,82.604103,15.9325,5.502392,78.09209
27-12-2022,82.902901,15.29,5.502392,78.09209
28-12-2022,82.7761,15.395,5.502392,78.09209
29-12-2022,82.851997,14.8125,5.502392,78.09209
30-12-2022,82.835098,14.8675,5.502392,78.09209
02-01-2023,82.749802,14.685,6.155076,50.97487
03-01-2023,82.706001,14.385,6.155076,50.97487
04-01-2023,82.785698,15.1975,6.155076,50.97487
05-01-2023,82.666496,14.9825,6.155076,50.97487
06-01-2023,82.645203,15.025,6.155076,50.97487
09-01-2023,82.273399,14.6525,6.155076,50.97487
10-01-2023,82.180099,15.51,6.155076,50.97487
11-01-2023,81.637398,15.435,6.155076,50.97487
12-01-2023,81.631798,15.275,6.155076,50.97487
13-01-2023,81.115601,14.46,6.155076,50.97487
16-01-2023,81.278,15.0225,6.155076,50.97487
17-01-2023,81.652603,14.59,6.155076,50.97487
18-01-2023,81.525497,14.3725,6.155076,50.97487
19-01-2023,81.435997,13.96,6.155076,50.97487
20-01-2023,81.239799,13.7875,6.155076,50.97487
23-01-2023,80.975998,13.6175,6.155076,50.97487
24-01-2023,81.487999,13.6575,6.155076,50.97487
25-01-2023,81.601898,14.655,6.155076,50.97487
26-01-2023,81.502701,,6.155076,50.97487
27-01-2023,81.445099,17.32,6.155076,50.97487
30-01-2023,81.508003,17.71,6.155076,50.97487
31-01-2023,81.579903,16.875,6.155076,50.97487
01-02-2023,81.768402,16.78,6.16,126.74948
02-02-2023,81.710297,15.7325,6.16,126.74948
03-02-2023,82.045898,14.3975,6.16,126.74948
06-02-2023,82.225998,14.6875,6.16,126.74948
07-02-2023,82.754997,14.125,6.16,126.74948
08-02-2023,82.741898,13.595,6.16,126.74948
09-02-2023,82.6595,13.04,6.16,126.74948
10-02-2023,82.533203,12.745,6.16,126.74948
13-02-2023,82.513,13.68,6.16,126.74948
14-02-2023,82.597397,13.4525,6.16,126.74948
15-02-2023,82.867599,12.86,6.16,126.74948
16-02-2023,82.737701,12.89,6.16,126.74948
17-02-2023,82.695297,13.085,6.16,126.74948
20-02-2023,82.758003,13.3825,6.16,126.74948
21-02-2023,82.697502,14.0075,6.16,126.74948
22-02-2023,82.861198,15.5875,6.16,126.74948
23-02-2023,82.835297,15.075,6.16,126.74948
24-02-2023,82.617897,14.185,6.16,126.74948
27-02-2023,82.917999,13.875,6.16,126.74948
28-02-2023,82.652,14.02,6.16,126.74948
01-03-2023,82.635399,12.995,5.793651,72.38562
02-03-2023,82.419899,12.97,5.793651,72.38562
03-03-2023,82.355698,12.18,5.793651,72.38562
06-03-2023,81.712502,12.2675,5.793651,72.38562
07-03-2023,81.854401,,5.793651,72.38562
08-03-2023,82.0746,12.45,5.793651,72.38562
09-03-2023,81.9645,12.725,5.793651,72.38562
10-03-2023,82.018402,13.4125,5.793651,72.38562
13-03-2023,81.958,16.215,5.793651,72.38562
14-03-2023,82.417397,16.2175,5.793651,72.38562
15-03-2023,82.304901,16.295,5.793651,72.38562
16-03-2023,82.715698,16.2175,5.793651,72.38562
17-03-2023,82.622803,14.7675,5.793651,72.38562
20-03-2023,82.532997,16.0075,5.793651,72.38562
21-03-2023,82.529099,15.0825,5.793651,72.38562
22-03-2023,82.677002,14.8075,5.793651,72.38562
23-03-2023,82.525803,14.49,5.793651,72.38562
24-03-2023,82.265297,15.24,5.793651,72.38562
27-03-2023,82.338799,15.445,5.793651,72.38562
28-03-2023,82.214897,15.1,5.793651,72.38562
29-03-2023,82.164299,13.6275,5.793651,72.38562
30-03-2023,82.255402,,5.793651,72.38562
31-03-2023,82.100502,12.935,5.793651,72.38562
03-04-2023,82.184799,12.585,5.090055,85.97074
04-04-2023,82.1409,,5.090055,85.97074
05-04-2023,82.114799,12.4125,5.090055,85.97074
06-04-2023,81.949997,11.7975,5.090055,85.97074
07-04-2023,81.831299,,5.090055,85.97074
10-04-2023,81.884804,12.2725,5.090055,85.97074
11-04-2023,81.983902,11.975,5.090055,85.97074
12-04-2023,82.070099,12.2725,5.090055,85.97074
13-04-2023,81.960602,11.9075,5.090055,85.97074
